pc_time,packet_no,target_index,track_id,x_m,y_m,speed_m_s,pv,distance_m,match_distance_m
2026-06-26T10:01:54,20,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:01:54,20,1,2,0.6,1.56,0.05,50,2.45,0.01
2026-06-26T10:01:54,20,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:01:54,20,3,4,-0.05,-6.22,0.5,50,3.8,0.01
2026-06-26T10:02:00,21,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:00,21,1,2,0.6,1.6,0.05,50,2.45,0.01
2026-06-26T10:02:00,21,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:00,21,3,4,-0.05,-6.2,0.5,50,3.8,0.01
2026-06-26T10:02:06,22,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:06,22,1,2,0.6,1.64,0.05,50,2.45,0.01
2026-06-26T10:02:06,22,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:06,22,3,4,-0.05,-6.18,0.5,50,3.8,0.01
2026-06-26T10:02:12,23,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:12,23,1,2,0.6,1.68,0.05,50,2.45,0.01
2026-06-26T10:02:12,23,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:12,23,3,4,-0.05,-6.16,0.5,50,3.8,0.01
2026-06-26T10:02:18,24,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:18,24,1,2,0.6,1.72,0.05,50,2.45,0.01
2026-06-26T10:02:18,24,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:18,24,3,4,-0.05,-6.14,0.5,50,3.8,0.01
2026-06-26T10:02:24,25,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:24,25,1,2,0.6,1.76,0.05,50,2.45,0.01
2026-06-26T10:02:24,25,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:24,25,3,4,-0.05,-6.12,0.5,50,3.8,0.01
2026-06-26T10:02:30,26,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:30,26,1,2,0.6,1.8,0.05,50,2.45,0.01
2026-06-26T10:02:30,26,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:30,26,3,4,-0.05,-6.1,0.5,50,3.8,0.01
2026-06-26T10:02:36,27,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:36,27,1,2,0.6,1.84,0.05,50,2.45,0.01
2026-06-26T10:02:36,27,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:36,27,3,4,-0.05,-6.08,0.5,50,3.8,0.01
2026-06-26T10:02:42,28,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:42,28,1,2,0.6,1.88,0.05,50,2.45,0.01
2026-06-26T10:02:42,28,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:42,28,3,4,-0.05,-6.06,0.5,50,3.8,0.01
2026-06-26T10:02:48,29,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:48,29,1,2,0.6,1.92,0.05,50,2.45,0.01
2026-06-26T10:02:48,29,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:48,29,3,4,-0.05,-6.04,0.5,50,3.8,0.01
2026-06-26T10:02:54,30,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:02:54,30,1,2,0.6,1.96,0.05,50,2.45,0.01
2026-06-26T10:02:54,30,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:02:54,30,3,4,-0.05,-6.02,0.5,50,3.8,0.01
2026-06-26T10:03:00,31,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:00,31,1,2,0.6,2.0,0.05,50,2.45,0.01
2026-06-26T10:03:00,31,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:00,31,3,4,-0.05,-6.0,0.5,50,3.8,0.01
2026-06-26T10:03:06,32,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:06,32,1,2,0.6,2.04,0.05,50,2.45,0.01
2026-06-26T10:03:06,32,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:06,32,3,4,-0.05,-5.98,0.5,50,3.8,0.01
2026-06-26T10:03:12,33,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:12,33,1,2,0.6,2.08,0.05,50,2.45,0.01
2026-06-26T10:03:12,33,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:12,33,3,4,-0.05,-5.96,0.5,50,3.8,0.01
2026-06-26T10:03:18,34,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:18,34,1,2,0.6,2.12,0.05,50,2.45,0.01
2026-06-26T10:03:18,34,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:18,34,3,4,-0.05,-5.94,0.5,50,3.8,0.01
2026-06-26T10:03:24,35,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:24,35,1,2,0.6,2.16,0.05,50,2.45,0.01
2026-06-26T10:03:24,35,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:24,35,3,4,-0.05,-5.92,0.5,50,3.8,0.01
2026-06-26T10:03:30,36,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:30,36,1,2,0.6,2.2,0.05,50,2.45,0.01
2026-06-26T10:03:30,36,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:30,36,3,4,-0.05,-5.9,0.5,50,3.8,0.01
2026-06-26T10:03:36,37,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:36,37,1,2,0.6,2.24,0.05,50,2.45,0.01
2026-06-26T10:03:36,37,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:36,37,3,4,-0.05,-5.88,0.5,50,3.8,0.01
2026-06-26T10:03:42,38,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:42,38,1,2,0.6,2.28,0.05,50,2.45,0.01
2026-06-26T10:03:42,38,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:42,38,3,4,-0.05,-5.86,0.5,50,3.8,0.01
2026-06-26T10:03:48,39,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:48,39,1,2,0.6,2.32,0.05,50,2.45,0.01
2026-06-26T10:03:48,39,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:48,39,3,4,-0.05,-5.84,0.5,50,3.8,0.01
2026-06-26T10:03:54,40,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:03:54,40,1,2,0.6,2.36,0.05,50,2.45,0.01
2026-06-26T10:03:54,40,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:03:54,40,3,4,-0.05,-5.82,0.5,50,3.8,0.01
2026-06-26T10:04:00,41,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:00,41,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:00,41,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:00,41,3,4,-0.05,-5.8,0.5,50,3.8,0.01
2026-06-26T10:04:06,42,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:06,42,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:06,42,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:06,42,3,4,-0.05,-5.78,0.5,50,3.8,0.01
2026-06-26T10:04:12,43,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:12,43,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:12,43,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:12,43,3,4,-0.05,-5.76,0.5,50,3.8,0.01
2026-06-26T10:04:18,44,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:18,44,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:18,44,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:18,44,3,4,-0.05,-5.74,0.5,50,3.8,0.01
2026-06-26T10:04:24,45,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:24,45,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:24,45,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:24,45,3,4,-0.05,-5.72,0.5,50,3.8,0.01
2026-06-26T10:04:30,46,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:30,46,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:30,46,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:30,46,3,4,-0.05,-5.7,0.5,50,3.8,0.01
2026-06-26T10:04:36,47,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:36,47,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:36,47,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:36,47,3,4,-0.05,-5.68,0.5,50,3.8,0.01
2026-06-26T10:04:42,48,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:42,48,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:42,48,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:42,48,3,4,-0.05,-5.66,0.5,50,3.8,0.01
2026-06-26T10:04:48,49,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:48,49,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:48,49,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:48,49,3,4,-0.05,-5.64,0.5,50,3.8,0.01
2026-06-26T10:04:54,50,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:04:54,50,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:04:54,50,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:04:54,50,3,4,-0.05,-5.62,0.5,50,3.8,0.01
2026-06-26T10:05:00,51,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:00,51,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:00,51,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:00,51,3,4,-0.05,-5.6,0.5,50,3.8,0.01
2026-06-26T10:05:06,52,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:06,52,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:06,52,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:06,52,3,4,-0.05,-5.58,0.5,50,3.8,0.01
2026-06-26T10:05:12,53,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:12,53,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:12,53,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:12,53,3,4,-0.05,-5.56,0.5,50,3.8,0.01
2026-06-26T10:05:18,54,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:18,54,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:18,54,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:18,54,3,4,-0.05,-5.54,0.5,50,3.8,0.01
2026-06-26T10:05:24,55,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:24,55,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:24,55,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:24,55,3,4,-0.05,-5.52,0.5,50,3.8,0.01
2026-06-26T10:05:30,56,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:30,56,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:30,56,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:30,56,3,4,-0.05,-5.5,0.5,50,3.8,0.01
2026-06-26T10:05:36,57,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:36,57,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:36,57,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:36,57,3,4,-0.05,-5.48,0.5,50,3.8,0.01
2026-06-26T10:05:42,58,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:42,58,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:42,58,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:42,58,3,4,-0.05,-5.46,0.5,50,3.8,0.01
2026-06-26T10:05:48,59,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:48,59,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:48,59,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:48,59,3,4,-0.05,-5.44,0.5,50,3.8,0.01
2026-06-26T10:05:54,60,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:05:54,60,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:05:54,60,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:05:54,60,3,4,-0.05,-5.42,0.5,50,3.8,0.01
2026-06-26T10:06:00,61,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:00,61,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:00,61,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:00,61,3,4,-0.05,-5.4,0.5,50,3.8,0.01
2026-06-26T10:06:06,62,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:06,62,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:06,62,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:06,62,3,4,-0.05,-5.38,0.5,50,3.8,0.01
2026-06-26T10:06:12,63,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:12,63,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:12,63,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:12,63,3,4,-0.05,-5.36,0.5,50,3.8,0.01
2026-06-26T10:06:18,64,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:18,64,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:18,64,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:18,64,3,4,-0.05,-5.34,0.5,50,3.8,0.01
2026-06-26T10:06:24,65,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:24,65,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:24,65,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:24,65,3,4,-0.05,-5.32,0.5,50,3.8,0.01
2026-06-26T10:06:30,66,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:30,66,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:30,66,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:30,66,3,4,-0.05,-5.3,0.5,50,3.8,0.01
2026-06-26T10:06:36,67,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:36,67,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:36,67,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:36,67,3,4,-0.05,-5.28,0.5,50,3.8,0.01
2026-06-26T10:06:42,68,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:42,68,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:42,68,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:42,68,3,4,-0.05,-5.26,0.5,50,3.8,0.01
2026-06-26T10:06:48,69,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:48,69,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:48,69,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:48,69,3,4,-0.05,-5.24,0.5,50,3.8,0.01
2026-06-26T10:06:54,70,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:06:54,70,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:06:54,70,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:06:54,70,3,4,-0.05,-5.22,0.5,50,3.8,0.01
2026-06-26T10:07:00,71,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:00,71,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:00,71,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:00,71,3,4,-0.05,-5.2,0.5,50,3.8,0.01
2026-06-26T10:07:06,72,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:06,72,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:06,72,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:06,72,3,4,-0.05,-5.18,0.5,50,3.8,0.01
2026-06-26T10:07:12,73,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:12,73,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:12,73,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:12,73,3,4,-0.05,-5.16,0.5,50,3.8,0.01
2026-06-26T10:07:18,74,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:18,74,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:18,74,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:18,74,3,4,-0.05,-5.14,0.5,50,3.8,0.01
2026-06-26T10:07:24,75,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:24,75,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:24,75,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:24,75,3,4,-0.05,-5.12,0.5,50,3.8,0.01
2026-06-26T10:07:30,76,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:30,76,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:30,76,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:30,76,3,4,-0.05,-5.1,0.5,50,3.8,0.01
2026-06-26T10:07:36,77,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:36,77,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:36,77,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:36,77,3,4,-0.05,-5.08,0.5,50,3.8,0.01
2026-06-26T10:07:42,78,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:42,78,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:42,78,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:42,78,3,4,-0.05,-5.06,0.5,50,3.8,0.01
2026-06-26T10:07:48,79,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:48,79,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:48,79,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:48,79,3,4,-0.05,-5.04,0.5,50,3.8,0.01
2026-06-26T10:07:54,80,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:07:54,80,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:07:54,80,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:07:54,80,3,4,-0.05,-5.02,0.5,50,3.8,0.01
2026-06-26T10:08:00,81,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:08:00,81,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:08:00,81,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:08:00,81,3,4,-0.05,-5.0,0.5,50,3.8,0.01
2026-06-26T10:08:06,82,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:08:06,82,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:08:06,82,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:08:06,82,3,4,-0.05,-4.98,0.5,50,3.8,0.01
2026-06-26T10:08:12,83,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:08:12,83,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:08:12,83,2,3,0.0,1.0,0.3,50,2.0,0.01
2026-06-26T10:08:12,83,3,4,-0.05,-4.96,0.5,50,3.8,0.01
2026-06-26T10:08:18,84,0,1,0.5,2.4,0.05,50,2.45,0.01
2026-06-26T10:08:18,84,1,2,0.6,2.45,0.05,50,2.45,0.01
2026-06-26T10:08:18,84,2,3,0.0,1.0,0.3,50,2.0,0.01
